name,scraped_time,on_sale,discount,original_price,sale_price,average_rating,scores,review_texts,Brand,SKU,Battery Capacity,Screen Size (inches),Build Type,Camera Front (Megapixels),Camera Back (Megapixels),Number Of Cameras,Display Protection,Model Year,Network Connections,Fast Charging,Wireless Charging,Number of SIM Slots,PPI,Charger Type,Flash,Bluetooth Support,Wi-Fi,SIM Type,Removable Battery,GPS,FM Radio,NFC,Fingerprint Sensor,Expandable Storage,Memory Card Slot Type,Video Resolution,Operating System,Notchted Display,Model,Headphone Jack,Display Type,Processor Type,Refresh Rate,Resolution,Warranty Policy EN
Motorola Moto G22 ,16/05/23,True,-4%,22499.0,21499.0,4.0,"[0, 1, 0, 0, 0]",The phone came in good condition although the box had some dents on it. it came as unopened sealed box which is good i appreciate but the major problem in the phone is the battery backup considering the price and in comparison of other budget phones. overall a good phone with good looks i have yet to check the cameras so i cannot give feedback on that,Motorola,119755064_NP-1034151098,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,16,50,4,Plastic,2022,"4G,GSM",20W,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,MOTO G22,Yes,IPS LCD,Octa-core,90 Hz,"HD,Full HD",
Vitu W1  3,16/05/23,False,,9150.0,9150.0,0.0,"[0, 0, 0, 0, 0]",,ViTU,126171516_NP-1034186097,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,5,8,3,Glass,2023,4G,NO,No,2,,,,,,,,,,,,,,,,,,,,,,,
OnePlus Nord CE 2 5G ,16/05/23,False,,48999.0,48999.0,5.0,"[9, 0, 0, 0, 0]","OnePlus phone use garda aaune feel vaneko nai Aru kunai android brand chalauna Mann nalagnu ho🤣🤣together with OnePlus since 2019.
Get Heavy discount at 11.11 .Its nice 🙂.. charge pani ramrai tikne raicha.great deal.... effective price...Its been working well.",OnePlus,112663662_NP-1030504714,4000 - 4999 mAh,6.1 - 6.5 Inch,Plastic,16,64,4,Corning Gorilla Glass 5,2022,,65W,,2,,,,,,,,,,,,,,,,,,,,,,,
Apple iPhone 14 Pro ,16/05/23,True,-4%,207990.0,198890.0,5.0,"[3, 0, 0, 0, 0]","The best as it can get one of the most featured phones ever to exist very happy to buy it.
Thank you Evo store❤️Good battery backup. Great cameras and excellent build quality.",Apple,122736837_NP-1033974821,3000 - 3999 mAh,6.1 - 6.5 Inch,Ceramic,12MP,48MP+12MP+12MP,3,Corning Gorilla Glass,2022,"4G,GSM,3G,2G,5G",Yes,Yes,1,,,,,,,,,,,,,,,,,,,,,,,Manufacturing defects only.
Samsung Galaxy A54 5G ,16/05/23,False,,59999.0,59999.0,5.0,"[4, 0, 0, 0, 0]",I get it just one day after i placed order happy about it and new year offer makes it more cheaper 😄,Samsung,125778585_NP-1034098519,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,32MP,Triple 50MP+2MP+5MP,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G,3.5G - HSDPA,5G",25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,Yes,Shared,4K,Android,Yes,SM-A546B/DS,No,Super AMOLED,Octa-core,120 Hz,Full HD,
Nokia C30 ,16/05/23,True,-9%,12999.0,11800.0,4.8,"[6, 2, 0, 0, 0]","Nice phone on this rangeVERY BIG DISPALY LOOK LIKE TABLET. AND LONG BATTERY LIFE. NO ANY COMMENTS ON PRODUCTbig display makes easy to read online classWorking well, but front camera is poor.nokia is nokia i like it",Nokia,108098542_NP-1029105311,3000 - 3999 mAh,6.1 - 6.5 Inch,Plastic,5 MP,13 MP,2,Not Specified,2021,"4G,GSM,3G,2G,3.5G - HSDPA",No,No,2,200-300 PPI,Micro USB,,,,,No,Yes,Yes,No,Rear,Yes,Dedicated,Full HD,Nokia OS,Yes,TA-1359,Yes,IPS LCD,Not Specified,,HD,
Redmi A1 Plus,16/05/23,False,,12499.0,12499.0,4.7,"[11, 1, 0, 1, 0]","good phone at good priceDisplay ko touch and feel khasai ramro naraixa function Pani limited xa, normal use ko lagii thikai xa.Phone is good for the price range.nice mobile and delivered on time.Nice phone 📱📱📱📱👍👍👍👍👍",Redmi,120685030_NP-1033445015,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5,8,3,Scratch Resistant Glass,2022,"4G,3G,2G",10,No,2,,Micro USB,Yes,Yes,Yes,Nano,No,,,No,Rear,Yes,Dedicated,1080p,Android,,,Yes,IPS LCD,Mediatek,,HD,
Samsung Galaxy A23 ,16/05/23,True,-7%,29999.0,27999.0,3.9,"[5, 3, 0, 0, 2]","received in good packaging but didnt get the warranty card in the packetThere was no warranty card. When I went to Samsung service centre to show the phone  they told me phone was already activated with a sim 1 month ago.It was used one. Lesson learned. Always buy these expensive electronic goods in the  store that is daraz certificied and with a good rating.Nice but I got a cheap quality earphone with my phone as it showed one more earphonebest mobile under 30k, performance is quite moderate for this price",,113691620_NP-1034026243,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,"8 MP, f/2.2, (wide)","(Quad) 50 MP, f/1.8, (wide), PDAF + 5 MP, f/2.2, 123˚ (ultrawide) + 2 MP, f/2.4, (depth) + 2 MP, f/2.4, (macro)",5,Corning Gorilla Glass 5,2022,"4G,GSM,3G,2G",Fast charging 25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,No,Side Mounted,Yes,Dedicated,1080p,Android,Yes,SM-A235F,Yes,IPS LCD,Octa-core,90 Hz,Full HD,
Samsung Galaxy A23 ,16/05/23,True,-7%,29999.0,27999.0,4.5,"[4, 1, 1, 0, 0]","Product  and packaging was awesome and delivery was very very fast even though seller was from different city.And the seller was very responsive. 
Thank youmobile and service is good.",Samsung,116321962_NP-1034018939,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,8,50,3,Corning Gorilla Glass 5,2022,"4G,GSM,3G",25W,No,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,Side Mounted,Yes,Dedicated,2160p,Android,Yes,SMA23,Yes,LCD,Octa-core,90 Hz,"HD,Ultra HD,4K",
realme 10 4G ,16/05/23,False,,29999.0,29999.0,5.0,"[4, 0, 0, 0, 0]",Liked it very much.,RealMe,124896693_NP-1033934982,4000 - 4999 mAh,6.1 - 6.5 Inch,Plastic,16MP,50 MP+2 MP,3,Corning Gorilla Glass 5,2022,4G,33W,Not Specified,2,,,,,,,,,,,,,,,,,,,,,,,
Apple iPhone 14 Pro ,16/05/23,False,,198890.0,198890.0,5.0,"[5, 0, 0, 0, 0]",Happy with the product. Well received.Delivered on time and good product.got what i wanted.,Apple,122720166_NP-1033361146,Not Specified,6.6 - 7 Inch,Glass,12,12,3,Not Specified,2022,5G,1hour,Yes,2,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A34 5G ,16/05/23,True,-7%,45999.0,42999.0,4.8,"[3, 1, 0, 0, 0]","Huge Thanks dear seller , by provided me my order Samsung galaxy A34 mobile with genuine samsung super fast charger as a gift on before delivery time. I  m fully satisfied with your selling  behaviour and commitment .👍️🙏",Samsung,125800378_NP-1034100513,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,13MP,48MP+8MP+5MP,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G,3.5G - HSDPA,5G",25W,No,2,,Type-C,Yes,Yes,Yes,Nano,No,Yes,No,Yes,On-Screen,Yes,Shared,4K,Android,Yes,A34 -5G,No,Super AMOLED,Octa-core,120 Hz,Full HD,
POCO M5 ,16/05/23,True,-2%,20499.0,19999.0,4.6,"[14, 1, 1, 1, 0]","phone is okay but authentic ho ki hoina doubt cha. QR Scan garda phone as well as charger ko ni kei info dekhaudaina. You get 22.5watt charger inside the box.Delivered Seal Pack at my doorstep.Very Friendly delivery man.good mobile in this price range , but I ordered icy blue colour and got black colour dissatisfied with sellerIt didnt showed IME number registered in Nepal Mdms Site for first 6-7 days ...But Later on It showed......They are official sellers of the Xiaomi...So we can trust them...Good Mobile for Parents....And even This is a good product for this price range in Nepal.Thanks Vatsal and Daraz !quickest delivery ever thanks Xiaomi Nepal and daraz.
products ta as usual nai cha YouTube haru ma j review xa teinai 
best in the budget 
looks chai malai yekdam manparya xa",POCO,120749371_NP-1032927023,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,50+2+2,5,4,Corning Gorilla Glass 3,2022,"4G,3G,2G",Yes,No,2,,,,Yes,Yes,,No,,Yes,Yes,Side Mounted,Yes,Dedicated,,Android,,,Yes,,Octa-core,90 Hz,,
Apple iPhone 11 ,16/05/23,False,,89990.0,89990.0,4.9,"[60, 5, 2, 0, 0]","paila order garda sap colour haru available dekhaux paxe confirm garec colour xen vanerw call garyo green order gareko black lina paryoIt’s Apple as it isThe product was as expected. As I am a regular user of the iPhone for the past 6,7 years and also I recommend this model (iPhone 11 ) for this price range. I bought this phone in the offer of 12.12 and got a discount of  about Rs 4,000. Thank you Daraz, Hoping for more offers in near future.Totally satisfying product form evostore and
Thank you for nice productworth it...",Apple,104138213_NP-1024960388,Not Specified,6.1 - 6.5 Inch,Glass,12,12,2,Glass,2019,Not Specified,Yes,Yes,1,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy A04e ,16/05/23,True,-4%,13499.0,12999.0,4.5,"[3, 0, 1, 0, 0]","Very good phone. Seal pack mai thiyo. Actually i got it for mothers day and it was awesome.phone chahi 1damai thik 6 budget anusar man paryo aru sabai thik 6 
tar bluethooth gift ako ma tesako charger chahi rahena6 tesko charger pani bhako bhay thik hunthiyoit was good budget  phone at its pricenice product",Samsung,122793534_NP-1033629758,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5,13,3,Glass,2022,"4G,GSM,3G",10W,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,No,No Fingerprint Sensor,Yes,Dedicated,1080p,Android,Yes,A042F,Yes,LCD,Octa-core,60 Hz,"HD,Full HD",
realme 10 Pro Plus ,16/05/23,False,,45999.0,45999.0,4.8,"[17, 2, 1, 0, 0]","The delivery was super late but they apologized with Rs. 3000 KONKA voucher. The phone is fine. Got a good deal with a free bag(for the first 50 prebooks)Best Product, Everything is the best in this Phone. Thank you Daraz and Realme NepalThe phone is good. Curved display makes a premium feel.enthralling 😍Though delivery was super late but finally got it.Best Product.Everything is good in this device.
Go for it you wont regret.",RealMe,122368841_NP-1033942293,4000 - 4999 mAh,6.6 - 7 Inch,Not Specified,16MP,108MP + 8MP + 2MP,4,Glass,2022,"4G,3G,2G,5G",67 W SUPERVOOC Charge,Not Specified,2,,,,,,Nano,,,,,On-Screen,,,,Android,,,,AMOLED,,120 Hz,,
Redmi A1 ,16/05/23,False,,11999.0,11999.0,4.6,"[19, 5, 0, 0, 1]","Ramro raixa Mobile but IMEI number check Garda register nabhako dekhauxa discount ma paiyo😛❤️ 11:11 m kineko Ramrai xa..❤️Wow, Always satisfied with Daraz & Vendor. This time i got within 24 hours 😘 Lov u Xiaomi Nepal & Team Daraz. My always Favourite Shopping.Just buying in 11.11 at just Rs. 9349 low budget phone❤️for my mom overall good phone at this price range and delivery in second day it was quite shocking 🤝 Thanks You Daraz❤️Ekdam Ramro xa … ❤️ 
Happy with shopping 🛍️yo price ma refresh rate,display camera thik lagyo..thanks daraz",Redmi,120682197_NP-1032906819,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5 MP,8MP + 8MP,3,Scratch Resistant Glass,2022,"4G,3G,2G",10 W,No,2,,Micro USB,Yes,Yes,Yes,Nano,No,,,No,No Fingerprint Sensor,Yes,Dedicated,1080p,Android,,,Yes,IPS LCD,Mediatek,,HD,
Apple iPhone 13 ,16/05/23,False,,129990.0,129990.0,4.8,"[33, 1, 1, 1, 0]","Dami cha, jhan 12:12 ma uthako, discounted price ma ta jhan khusi lagyo liyera. Thank You oliz and DarazThanks to Oliz store. Amazing!! reveived timely as expected. thank u daraz team to make this possible.As described with freebies and delivered on time as requested…very responsive and helpful selleriPhone 13 is cool,satisfied with this product 😎Its good. It was delivered as expected in time🤗.",Apple,108691318_NP-1029353710,3000 - 3999 mAh,6.1 - 6.5 Inch,Glass,12 MP,12 MP,4,Glass,2021,Not Specified,Yes,Yes,1,400-500 PPI,,,,,,,,,,,,,Full HD,iOS,Yes,,No,AMOLED,Not Specified,,Full HD,
Samsung Galaxy M04 ,16/05/23,True,-3%,17999.0,17499.0,5.0,"[8, 0, 0, 0, 0]","worth it shop ma 22000rs bhan cha ya 17000rs 
bought 2 weeks ago was waiting
for review its an OK phone satisfying for price range 
might buy again 
arrived in 23 hours very fast thus phoneBest Product Just doesnt come with phone cover
but overall service and phone is very good !very satisfied .",Samsung,125202775_NP-1033989738,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5MP,13MP + 2MP,3,Not Specified,2022,"4G,3G,2G",No,No,2,,Type-C,Yes,Yes,Yes,Nano,No,Yes,,,,Yes,Dedicated,Full HD,Android,Yes,,,LCD,Octa-core,60 Hz,Full HD,
Apple iPhone 13 128GB ,16/05/23,True,-8%,129990.0,119990.0,4.8,"[19, 1, 0, 1, 0]","Awesome phone, powerful with a long lasting battery. Definitely worth it if you are into apple products!!So satisfied with the product and the service. Thank you 😊superb phone with cameraGreatDelivered the next day..thanks",Apple,108291639_NP-1034190008,Not Specified,6.1 - 6.5 Inch,Glass,Not Specified,Not Specified,2,Glass,2021,Not Specified,Yes,Yes,Not Specified,,,,,,,,,,,,,,HD,iOS,,,,,Not Specified,,,
POCO X5 Pro 5G ,16/05/23,False,,39999.0,39999.0,3.5,"[1, 0, 0, 1, 0]","I have ordered black one, but comes blue one, dont you guys have common sense??excellent service, arrived early, arrived safe.
ordered from Illam.
thanks daraz",POCO,127207268_NP-1034510195,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,16MP,108MP + 8MP + 2MP,4,Corning Gorilla Glass 5,2023,"4G,3G,2G,5G",67W Turbo Charging,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,Yes,Side Mounted,No,Shared,4K,,Yes,,Yes,,Octa-core,120 Hz,,
Redmi Note 11 Snapdragon 680 Processor ,16/05/23,False,,23999.0,23999.0,4.6,"[73, 13, 3, 1, 4]","Received the phone in excellent condition same as the ordered one on 11.11 offer but dont know why there is no seal of MI or importer for authenticity. They have put their seal only. I would be happy if they could answer this.This is worst experience as seller delivered the wrong colour product even I said strictly to provide graphite gray, yet they send twilight blue. I may initiate return ....worst Service, Bad experience 
in festivities season. Tax Invoice is of graphite gray
what a shame !!not very good camera and raw performance with gaming though but battery efficiency and screen quality is good considering the price range overall good phone for regular usage.... and got it within one and half day of ordering...Quick Delivery.
Proper billings and VAT Bill.
Android 12 Update.
I am using mobile phone since 7days and Everything seems to be good.
As usual,Miui is not properly Optimized by Brand,else everything is as promised.Good Phone on this budget but Battery backup is quite low.Maybe its hardware consuming more battery or its system needs to update.Otherwise 5000 mah is quite suffiicient.",Redmi,111391531_NP-1030180898,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,13 MP,50 MP + 8 MP + 2 MP + 2 MP,5,Corning Gorilla Glass 3,2022,"4G,3G,2G",Yes,No,2,,,,,,,,,,,Side Mounted,Yes,,Not Specified,Android 11,,,Yes,AMOLED,Not Specified,90 Hz,,
Lava Benco V80 ,16/05/23,True,-9%,13600.0,12400.0,4.5,"[17, 3, 2, 0, 1]","माल रार्माे छ तर कता कता सेट ताते को र चार्जर तातेको अनुभ भयो अनि फिङ्गर स्केन् पहि 5 मिनेट पछि बटम थिचेर मात्र काम गरने मन परेन ।Product is good for the price but i encountered numerous small problems.. such as occasional automatic mobile shutdowns and stutters.. the SoC is not powerful enough for general tasks even, due to which it has some weird bug: whenever i open google app from homescreen and scroll through the news feeds.. it stutters and reboots itself, same happens in playstore sometimes.. even though it says 4GB ram but it feels like some 1-2GB phone in task management.. Also the fingerprint is hit and miss.. it works like 1 out of 7 times in average..Good phone for simple use,.. processing ali sow chai chha, tara smanya phone use ra facebook,. messenger matra chalaune lai its ok.as per price ta dherai ramro xa phone.
mummy lai kindeko she is happy❤️❤️GOOD PRODUCT I M LOVING IT....VERY BUDGET FRIENDLY AND BEST IN QUALITY..",Lava,106565033_NP-1030508831,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,8 MP,8 MP,3,Plastic,2021,GSM,No,No,2,200-300 PPI,,,,,,,,,,,,,Full HD,Android,Yes,AE9010,Yes,IPS LCD,Not Specified,,HD,
Apple iPhone 14 Pro Max ,16/05/23,False,,217790.0,217790.0,4.5,"[9, 1, 0, 0, 1]","Thank you for Oliz Store n Daraz.. I got my Iphone 14pro max deep purple is amazing superb n camera is awesome great thanku for oliz store n Daraz amazing service...Thank you oliz store. And thank you daraz. I got my iphone 14 pro max 256 gb with care. Silver color is amazing wow 😁😁❤️❤️❤️😍😍😍😍Thank you  oliz store and daraz for amazing serviceyo mero foco f3 ko camera hooI love the service and got my phone with bills 
Oliz the best and trust worthy place to buy accessories and phone in Nepal 
Thank you",Apple,122720232_NP-1033359474,Not Specified,6.6 - 7 Inch,Glass,12,48,3,Not Specified,2022,5G,up to 1hour,Yes,2,,,,,,,,,,,,,,,,,,,,,,,
Apple iPhone 11 ,16/05/23,False,,89900.0,89900.0,4.9,"[54, 3, 0, 0, 0]","Received the product. Thank you daraz and oliz store for very fast and quick delivery of the product I received it within 2 days even outside the valley. The product is genuine and ....... Its an iphoneAwesome experience. Thank you so much. Got nice discount. Thanks Daraz. 
No worries to order it.
It was packed wth the tag fragile item so that it will be delivered safely. So it is safe to order
The seller and daraz both are great.

loved it ❤️❤️❤️thank you for delivering a good product .Perfect as always. Thanks for the phone.0=3",Apple,107988223_NP-1033631800,3000 - 3999 mAh,6.1 - 6.5 Inch,Glass,12 MP,12 MP + 12 MP,3,Scratch Resistant Glass,Not Specified,4G,Not Specified,Yes,1,,,,,Yes,,,,,,,,,,,,,,LCD,,,Full HD,
Samsung Galaxy M04 ,16/05/23,True,-3%,15999.0,15499.0,4.7,"[5, 2, 0, 0, 0]","battery charger heats up too quickly otherwise everything is great until now, I have to use it more to test itperfect mobile at this price range.....specially 4gb ram and 64 gb rom at this price just worth it....thank you so much",Samsung,125200622_NP-1033993374,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,5MP,13MP + 2MP,3,Not Specified,2022,"4G,3G,2G",No,No,2,,Type-C,Yes,Yes,Yes,Nano,No,Yes,,,,Yes,Dedicated,Full HD,Android,Yes,,,LCD,Octa-core,60 Hz,Full HD,
POCO X5 Pro 5G ,16/05/23,False,,42999.0,42999.0,5.0,"[8, 0, 0, 0, 0]","Yellow color magako blue po haldixa... afnai maan ko halni vye color options kina dinu pariu ??bt mbl chai dami nai xa hai guyz😀😀😀the phone is very good and feels buttery smooth with this 120 hz refresh rate. worth every penny. thank you daraz and vatsal impex for providing good experience. Satisfied 😃love all the features. enjoying my experience using this phone. super fast charging and good battery life, smooth user experience, decent speakers and lots of niche features to explore. overall 100% satisfied.The phone is amazing. No doubt, just go for the best phone yet in a budget range.hi I am Ravi paudel. this phone is nice.",POCO,127280001_NP-1034509592,5000 - 5999 mAh,6.6 - 7 Inch,Plastic,16MP,108MP + 8MP + 2MP,4,Corning Gorilla Glass 5,2023,"4G,3G,2G,5G",67W Turbo Charging,No,2,300-400 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,Yes,Side Mounted,No,Shared,4K,,Yes,,Yes,,Octa-core,120 Hz,,
Redmi Note 12 Pro 5G ,16/05/23,False,,38999.0,38999.0,4.9,"[18, 1, 0, 0, 0]",Wow 😲 Very good High quality looks Glaas Body Highly Recommend For All Users Buy This Phonequite happy with the phone. bt i wished to have white or blue options bt they were unavailable.The phone is amazingvery good phone in terms of overall performance. But the phone gets heated frequently and I am little bit disappointed about it. I hope that xiaomi will solve the problems in future updates.Extremely satisfied with the on-time delivery and hassle-free process. Recommended!!!,Redmi,126064845_NP-1034371530,5000 - 5999 mAh,6.6 - 7 Inch,Not Specified,16MP front camera,50MP+8MP+2MP triple camera,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G,5G",67W turbo charging,No,2,,,,,,Nano,,,,,,,,,,,,,,,,,
Redmi Note 12 ,16/05/23,False,,22999.0,22999.0,4.7,"[25, 3, 1, 0, 1]","Very nice camera phone, processor, performance, display according to the price.It is the best smartphone According to the price range.quite a handy pohone..
smooth performance...
camera quality good with HDR & AI feature on....but struggle with night photography
fast delivery...Good Smart phone mid range but not dual speaker dual speaker vaako Vye jhn bbl hunthyo But Any Great smart Redmi note 12 4g ❤️❤️Used for nearly 1 month, 
Pros :- Perfect Design & Display, Fast charging
Cons :- Decent performance & less optimized CameraGood midrange phone for the price. Screen quality is very good being amoled. Performance is okayish. MIUI needs more refining. The photos coming out from the camera is quite bad, lack of optimization most likely. Doesnt come with stereo speakers. Charging is quick. Feels good in hand with flat edges.",Redmi,126079278_NP-1034152775,5000 - 5999 mAh,6.6 - 7 Inch,Not Specified,13MP front camera,50MP+8MP+2MP triple camera,4,Corning Gorilla Glass 5,2023,"4G,GSM,3G,2G",33W Fast charging,No,2,,,,,,Nano,,,,,,,,,,,,,,,,,
Redmi 12C ,16/05/23,False,,13499.0,13499.0,4.4,"[4, 2, 1, 0, 0]","Good phone in its price range .. also got Rs 500 discount during sale.. The phone is great value for money, with impressive features such as a powerful processor(at this price) , decent camera and a good battery life. The only downside is that it comes with a micro USB cable, which may not be as convenient as newer USB-C cables. Definitely recommend this phone to anyone looking for an affordable option with great features. The overall shopping experience was smooth and hassle-free.",Redmi,126208080_NP-1034223117,5000 - 5999 mAh,6.6 - 7 Inch,Not Specified,5MP,50MP AI Dual Camera,3,Glass,2023,"4G,3G,2G",10W Fast Charging,No,2,,Micro USB,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,
POCO M5 ,16/05/23,True,-4%,23999.0,22999.0,,,,POCO,119815500_NP-1034152732,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,50+2+2,5,4,Corning Gorilla Glass 3,2022,"4G,3G,2G",Yes,No,2,,,,Yes,Yes,,No,,Yes,Yes,Side Mounted,Yes,Dedicated,,Android,,,Yes,,Octa-core,90 Hz,,
Nokia G10 ,16/05/23,True,-18%,16999.0,13999.0,4.3,"[22, 9, 3, 0, 3]","मैले Sell को बेलामा किनेको हो। सस्तो मूल्यमा पाइएको थियो। Great phone for this price.After the 4 days of usage, I can say that its a decent phone. Only the noticeable problem at the moment is the sluggish camera app.
Thank you for the discount vouchers.was good, delivery was a later than expected but not bad, didnt get the warranty card thoughquality of camera is low, over all the mobile set is goodHave been using this for 2 months now. Its laggy already. bought this phone for my dad who is 60 even he said its slow. Id perhaps go for other options in this budget. Camera quality is also very low.",Nokia,111361628_NP-1031150515,5000 - 5999 mAh,6.1 - 6.5 Inch,Plastic,8,13,4,Glass,2021,"4G,GSM",Yes,No,2,200-300 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,,Side Mounted,Yes,Dedicated,Full HD,Nokia OS,Yes,TA-1334 DS,Yes,IPS LCD,Not Specified,60 Hz,HD,
Nothing Phone 1 ,16/05/23,True,-12%,66999.0,58999.0,5.0,"[2, 0, 0, 0, 0]",the phone only comes with a charging cable. the phone heats up very quickly.  the delivery guy refused to take any other forms of payment except cash...no phone pay no card swipe made me go and get the cash from bank.,nothing,126278953_NP-1034227005,4000 - 4999 mAh,6.1 - 6.5 Inch,Metal,16MP,50MP + 50MP,3,Corning Gorilla Glass 5,2022,"4G,3G,2G,5G",33W,Yes,2,400-500 PPI,Type-C,Yes,Yes,Yes,Nano,No,Yes,Yes,Yes,On-Screen,No,Not Specified,4K,Android,Yes,A063,No,OLED,Octa-core,120 Hz,,
